2024-03-14 18:55:39,329 task INFO:select dataset: mnist
2024-03-14 18:55:41,648 task INFO:Epoch: 1, loss = 2.207425
2024-03-14 18:55:41,665 task INFO:Epoch: 1, loss = 2.203387
2024-03-14 18:55:41,681 task INFO:Epoch: 1, loss = 2.202166
2024-03-14 18:55:41,698 task INFO:Epoch: 1, loss = 2.199251
2024-03-14 18:55:41,716 task INFO:Epoch: 1, loss = 2.196407
2024-03-14 18:55:41,734 task INFO:Epoch: 1, loss = 2.194231
2024-03-14 18:55:41,752 task INFO:Epoch: 1, loss = 2.188736
2024-03-14 18:55:41,772 task INFO:Epoch: 1, loss = 2.185781
2024-03-14 18:55:41,790 task INFO:Epoch: 1, loss = 2.180700
2024-03-14 18:55:41,807 task INFO:Epoch: 1, loss = 2.177739
2024-03-14 18:55:41,824 task INFO:Epoch: 1, loss = 2.175775
2024-03-14 18:55:41,842 task INFO:Epoch: 1, loss = 2.171157
2024-03-14 18:55:41,858 task INFO:Epoch: 1, loss = 2.166727
2024-03-14 18:55:41,875 task INFO:Epoch: 1, loss = 2.163404
2024-03-14 18:55:41,887 task INFO:Epoch: 1, loss = 2.159076
2024-03-14 18:55:41,892 task DEBUG:epoch_1 start...
2024-03-14 18:55:41,904 task INFO:Epoch: 2, loss = 2.162255
2024-03-14 18:55:41,920 task INFO:Epoch: 2, loss = 2.159697
2024-03-14 18:55:41,936 task INFO:Epoch: 2, loss = 2.153285
2024-03-14 18:55:41,951 task INFO:Epoch: 2, loss = 2.150543
2024-03-14 18:55:41,968 task INFO:Epoch: 2, loss = 2.147455
2024-03-14 18:55:41,984 task INFO:Epoch: 2, loss = 2.146054
2024-03-14 18:55:42,001 task INFO:Epoch: 2, loss = 2.142478
2024-03-14 18:55:42,018 task INFO:Epoch: 2, loss = 2.143819
2024-03-14 18:55:42,037 task INFO:Epoch: 2, loss = 2.139833
2024-03-14 18:55:42,057 task INFO:Epoch: 2, loss = 2.138420
2024-03-14 18:55:42,076 task INFO:Epoch: 2, loss = 2.130056
2024-03-14 18:55:42,094 task INFO:Epoch: 2, loss = 2.133586
2024-03-14 18:55:42,112 task INFO:Epoch: 2, loss = 2.134623
2024-03-14 18:55:42,128 task INFO:Epoch: 2, loss = 2.128837
2024-03-14 18:55:42,144 task INFO:Epoch: 2, loss = 2.129436
2024-03-14 18:55:42,159 task INFO:Epoch: 2, loss = 2.125250
2024-03-14 18:55:42,175 task INFO:Epoch: 2, loss = 2.123213
2024-03-14 18:55:42,244 task INFO:Epoch: 2, loss = 2.117912
2024-03-14 18:55:42,265 task INFO:Epoch: 2, loss = 2.113198
2024-03-14 18:55:42,282 task INFO:Epoch: 2, loss = 2.108183
2024-03-14 18:55:42,300 task INFO:Epoch: 2, loss = 2.108654
2024-03-14 18:55:42,316 task INFO:Epoch: 2, loss = 2.106954
2024-03-14 18:55:42,333 task INFO:Epoch: 2, loss = 2.106177
2024-03-14 18:55:42,350 task INFO:Epoch: 2, loss = 2.102548
2024-03-14 18:55:42,366 task INFO:Epoch: 2, loss = 2.103490
2024-03-14 18:55:42,381 task INFO:Epoch: 2, loss = 2.099317
2024-03-14 18:55:42,398 task INFO:Epoch: 2, loss = 2.096861
2024-03-14 18:55:42,415 task INFO:Epoch: 2, loss = 2.094994
2024-03-14 18:55:42,430 task INFO:Epoch: 2, loss = 2.089624
2024-03-14 18:55:42,446 task INFO:Epoch: 2, loss = 2.095803
2024-03-14 18:55:42,462 task INFO:Epoch: 2, loss = 2.090721
2024-03-14 18:55:42,479 task INFO:Epoch: 2, loss = 2.089326
2024-03-14 18:55:42,495 task INFO:Epoch: 2, loss = 2.080073
2024-03-14 18:55:42,510 task INFO:Epoch: 2, loss = 2.076768
2024-03-14 18:55:42,526 task INFO:Epoch: 2, loss = 2.071269
2024-03-14 18:55:42,542 task INFO:Epoch: 2, loss = 2.075055
2024-03-14 18:55:42,558 task INFO:Epoch: 2, loss = 2.078348
2024-03-14 18:55:42,574 task INFO:Epoch: 2, loss = 2.067473
2024-03-14 18:55:42,590 task INFO:Epoch: 2, loss = 2.070129
2024-03-14 18:55:42,605 task INFO:Epoch: 2, loss = 2.060779
2024-03-14 18:55:42,621 task INFO:Epoch: 2, loss = 2.061817
2024-03-14 18:55:42,636 task INFO:Epoch: 2, loss = 2.062281
2024-03-14 18:55:42,652 task INFO:Epoch: 2, loss = 2.061441
2024-03-14 18:55:42,668 task INFO:Epoch: 2, loss = 2.058480
2024-03-14 18:55:42,685 task INFO:Epoch: 2, loss = 2.054400
2024-03-14 18:55:42,701 task INFO:Epoch: 2, loss = 2.047672
2024-03-14 18:55:42,719 task INFO:Epoch: 2, loss = 2.049018
2024-03-14 18:55:42,735 task INFO:Epoch: 2, loss = 2.051960
2024-03-14 18:55:42,750 task INFO:Epoch: 2, loss = 2.048074
2024-03-14 18:55:42,766 task INFO:Epoch: 2, loss = 2.045910
2024-03-14 18:55:42,781 task INFO:Epoch: 2, loss = 2.040470
2024-03-14 18:55:42,797 task INFO:Epoch: 2, loss = 2.043126
2024-03-14 18:55:42,813 task INFO:Epoch: 2, loss = 2.033702
2024-03-14 18:55:42,828 task INFO:Epoch: 2, loss = 2.034333
2024-03-14 18:55:42,844 task INFO:Epoch: 2, loss = 2.032742
2024-03-14 18:55:42,859 task INFO:Epoch: 2, loss = 2.027531
2024-03-14 18:55:42,875 task INFO:Epoch: 2, loss = 2.020411
2024-03-14 18:55:42,892 task INFO:Epoch: 2, loss = 2.018426
2024-03-14 18:55:42,904 task INFO:Epoch: 2, loss = 2.017793
2024-03-14 18:55:42,909 task DEBUG:epoch_2 start...
2024-03-14 18:55:42,920 task INFO:Epoch: 3, loss = 2.022371
2024-03-14 18:55:42,936 task INFO:Epoch: 3, loss = 2.024374
2024-03-14 18:55:42,951 task INFO:Epoch: 3, loss = 2.013679
2024-03-14 18:55:42,969 task INFO:Epoch: 3, loss = 2.012935
2024-03-14 18:55:42,985 task INFO:Epoch: 3, loss = 2.011081
2024-03-14 18:55:43,002 task INFO:Epoch: 3, loss = 2.007962
2024-03-14 18:55:43,019 task INFO:Epoch: 3, loss = 2.004297
2024-03-14 18:55:43,035 task INFO:Epoch: 3, loss = 2.005111
2024-03-14 18:55:43,053 task INFO:Epoch: 3, loss = 2.008073
2024-03-14 18:55:43,069 task INFO:Epoch: 3, loss = 2.001645
2024-03-14 18:55:43,086 task INFO:Epoch: 3, loss = 1.995718
2024-03-14 18:55:43,103 task INFO:Epoch: 3, loss = 2.007033
2024-03-14 18:55:43,121 task INFO:Epoch: 3, loss = 2.006397
2024-03-14 18:55:43,138 task INFO:Epoch: 3, loss = 1.998875
2024-03-14 18:55:43,154 task INFO:Epoch: 3, loss = 1.998487
2024-03-14 18:55:43,170 task INFO:Epoch: 3, loss = 1.992017
2024-03-14 18:55:43,185 task INFO:Epoch: 3, loss = 1.992628
2024-03-14 18:55:43,201 task INFO:Epoch: 3, loss = 1.987159
2024-03-14 18:55:43,218 task INFO:Epoch: 3, loss = 1.982200
2024-03-14 18:55:43,234 task INFO:Epoch: 3, loss = 1.979015
2024-03-14 18:55:43,249 task INFO:Epoch: 3, loss = 1.977629
2024-03-14 18:55:43,265 task INFO:Epoch: 3, loss = 1.978112
2024-03-14 18:55:43,282 task INFO:Epoch: 3, loss = 1.980391
2024-03-14 18:55:43,298 task INFO:Epoch: 3, loss = 1.976264
2024-03-14 18:55:43,315 task INFO:Epoch: 3, loss = 1.973927
2024-03-14 18:55:43,331 task INFO:Epoch: 3, loss = 1.974266
2024-03-14 18:55:43,347 task INFO:Epoch: 3, loss = 1.970123
2024-03-14 18:55:43,364 task INFO:Epoch: 3, loss = 1.971113
2024-03-14 18:55:43,380 task INFO:Epoch: 3, loss = 1.963807
2024-03-14 18:55:43,395 task INFO:Epoch: 3, loss = 1.970736
2024-03-14 18:55:43,413 task INFO:Epoch: 3, loss = 1.968656
2024-03-14 18:55:43,430 task INFO:Epoch: 3, loss = 1.965392
2024-03-14 18:55:43,446 task INFO:Epoch: 3, loss = 1.956775
2024-03-14 18:55:43,463 task INFO:Epoch: 3, loss = 1.952684
2024-03-14 18:55:43,480 task INFO:Epoch: 3, loss = 1.946791
2024-03-14 18:55:43,497 task INFO:Epoch: 3, loss = 1.954819
2024-03-14 18:55:43,514 task INFO:Epoch: 3, loss = 1.959224
2024-03-14 18:55:43,585 task INFO:Epoch: 3, loss = 1.944059
2024-03-14 18:55:43,604 task INFO:Epoch: 3, loss = 1.950551
2024-03-14 18:55:43,621 task INFO:Epoch: 3, loss = 1.938337
2024-03-14 18:55:43,637 task INFO:Epoch: 3, loss = 1.943814
2024-03-14 18:55:43,655 task INFO:Epoch: 3, loss = 1.942264
2024-03-14 18:55:43,671 task INFO:Epoch: 3, loss = 1.943333
2024-03-14 18:55:43,690 task INFO:Epoch: 3, loss = 1.942749
2024-03-14 18:55:43,708 task INFO:Epoch: 3, loss = 1.934902
2024-03-14 18:55:43,725 task INFO:Epoch: 3, loss = 1.928917
2024-03-14 18:55:43,741 task INFO:Epoch: 3, loss = 1.930903
2024-03-14 18:55:43,758 task INFO:Epoch: 3, loss = 1.935944
2024-03-14 18:55:43,774 task INFO:Epoch: 3, loss = 1.932113
2024-03-14 18:55:43,791 task INFO:Epoch: 3, loss = 1.928114
2024-03-14 18:55:43,807 task INFO:Epoch: 3, loss = 1.922777
2024-03-14 18:55:43,824 task INFO:Epoch: 3, loss = 1.929095
2024-03-14 18:55:43,840 task INFO:Epoch: 3, loss = 1.917866
2024-03-14 18:55:43,857 task INFO:Epoch: 3, loss = 1.917249
2024-03-14 18:55:43,874 task INFO:Epoch: 3, loss = 1.920149
2024-03-14 18:55:43,890 task INFO:Epoch: 3, loss = 1.913573
2024-03-14 18:55:43,908 task INFO:Epoch: 3, loss = 1.903671
2024-03-14 18:55:43,925 task INFO:Epoch: 3, loss = 1.903384
2024-03-14 18:55:43,938 task INFO:Epoch: 3, loss = 1.906254
2024-03-14 18:55:43,943 task DEBUG:epoch_3 start...
2024-03-14 18:55:43,954 task INFO:Epoch: 4, loss = 1.912282
2024-03-14 18:55:43,969 task INFO:Epoch: 4, loss = 1.911559
2024-03-14 18:55:43,985 task INFO:Epoch: 4, loss = 1.898015
2024-03-14 18:55:44,001 task INFO:Epoch: 4, loss = 1.900688
2024-03-14 18:55:44,018 task INFO:Epoch: 4, loss = 1.902305
2024-03-14 18:55:44,038 task INFO:Epoch: 4, loss = 1.895179
2024-03-14 18:55:44,057 task INFO:Epoch: 4, loss = 1.893285
2024-03-14 18:55:44,075 task INFO:Epoch: 4, loss = 1.891722
2024-03-14 18:55:44,093 task INFO:Epoch: 4, loss = 1.901582
2024-03-14 18:55:44,110 task INFO:Epoch: 4, loss = 1.887916
2024-03-14 18:55:44,128 task INFO:Epoch: 4, loss = 1.885654
2024-03-14 18:55:44,147 task INFO:Epoch: 4, loss = 1.895366
2024-03-14 18:55:44,165 task INFO:Epoch: 4, loss = 1.898481
2024-03-14 18:55:44,182 task INFO:Epoch: 4, loss = 1.891198
2024-03-14 18:55:44,198 task INFO:Epoch: 4, loss = 1.890764
2024-03-14 18:55:44,215 task INFO:Epoch: 4, loss = 1.879143
2024-03-14 18:55:44,233 task INFO:Epoch: 4, loss = 1.884324
2024-03-14 18:55:44,249 task INFO:Epoch: 4, loss = 1.881744
2024-03-14 18:55:44,266 task INFO:Epoch: 4, loss = 1.874869
2024-03-14 18:55:44,282 task INFO:Epoch: 4, loss = 1.873804
2024-03-14 18:55:44,299 task INFO:Epoch: 4, loss = 1.873730
2024-03-14 18:55:44,315 task INFO:Epoch: 4, loss = 1.869688
2024-03-14 18:55:44,334 task INFO:Epoch: 4, loss = 1.870579
2024-03-14 18:55:44,352 task INFO:Epoch: 4, loss = 1.871493
2024-03-14 18:55:44,371 task INFO:Epoch: 4, loss = 1.866738
2024-03-14 18:55:44,388 task INFO:Epoch: 4, loss = 1.868507
2024-03-14 18:55:44,405 task INFO:Epoch: 4, loss = 1.865780
2024-03-14 18:55:44,421 task INFO:Epoch: 4, loss = 1.865802
2024-03-14 18:55:44,440 task INFO:Epoch: 4, loss = 1.859808
2024-03-14 18:55:44,457 task INFO:Epoch: 4, loss = 1.865511
2024-03-14 18:55:44,474 task INFO:Epoch: 4, loss = 1.867082
2024-03-14 18:55:44,490 task INFO:Epoch: 4, loss = 1.863537
2024-03-14 18:55:44,508 task INFO:Epoch: 4, loss = 1.848918
2024-03-14 18:55:44,581 task INFO:Epoch: 4, loss = 1.849395
2024-03-14 18:55:44,600 task INFO:Epoch: 4, loss = 1.841552
2024-03-14 18:55:44,617 task INFO:Epoch: 4, loss = 1.853994
2024-03-14 18:55:44,634 task INFO:Epoch: 4, loss = 1.859751
2024-03-14 18:55:44,650 task INFO:Epoch: 4, loss = 1.840827
2024-03-14 18:55:44,668 task INFO:Epoch: 4, loss = 1.845965
2024-03-14 18:55:44,685 task INFO:Epoch: 4, loss = 1.834096
2024-03-14 18:55:44,705 task INFO:Epoch: 4, loss = 1.843715
2024-03-14 18:55:44,723 task INFO:Epoch: 4, loss = 1.839793
2024-03-14 18:55:44,740 task INFO:Epoch: 4, loss = 1.842214
2024-03-14 18:55:44,756 task INFO:Epoch: 4, loss = 1.844231
2024-03-14 18:55:44,773 task INFO:Epoch: 4, loss = 1.831021
2024-03-14 18:55:44,789 task INFO:Epoch: 4, loss = 1.828420
2024-03-14 18:55:44,806 task INFO:Epoch: 4, loss = 1.828170
2024-03-14 18:55:44,823 task INFO:Epoch: 4, loss = 1.834163
2024-03-14 18:55:44,839 task INFO:Epoch: 4, loss = 1.832027
2024-03-14 18:55:44,855 task INFO:Epoch: 4, loss = 1.828697
2024-03-14 18:55:44,872 task INFO:Epoch: 4, loss = 1.824158
2024-03-14 18:55:44,889 task INFO:Epoch: 4, loss = 1.832643
2024-03-14 18:55:44,906 task INFO:Epoch: 4, loss = 1.819232
2024-03-14 18:55:44,925 task INFO:Epoch: 4, loss = 1.815110
2024-03-14 18:55:44,942 task INFO:Epoch: 4, loss = 1.824026
2024-03-14 18:55:44,959 task INFO:Epoch: 4, loss = 1.813261
2024-03-14 18:55:44,976 task INFO:Epoch: 4, loss = 1.802338
2024-03-14 18:55:44,994 task INFO:Epoch: 4, loss = 1.803698
2024-03-14 18:55:45,007 task INFO:Epoch: 4, loss = 1.806779
2024-03-14 18:55:45,011 task DEBUG:epoch_4 start...
2024-03-14 18:55:45,024 task INFO:Epoch: 5, loss = 1.813645
2024-03-14 18:55:45,044 task INFO:Epoch: 5, loss = 1.813473
2024-03-14 18:55:45,063 task INFO:Epoch: 5, loss = 1.798341
2024-03-14 18:55:45,080 task INFO:Epoch: 5, loss = 1.800333
2024-03-14 18:55:45,098 task INFO:Epoch: 5, loss = 1.804550
2024-03-14 18:55:45,116 task INFO:Epoch: 5, loss = 1.797058
2024-03-14 18:55:45,135 task INFO:Epoch: 5, loss = 1.794726
2024-03-14 18:55:45,153 task INFO:Epoch: 5, loss = 1.792000
2024-03-14 18:55:45,170 task INFO:Epoch: 5, loss = 1.805641
2024-03-14 18:55:45,186 task INFO:Epoch: 5, loss = 1.788703
2024-03-14 18:55:45,203 task INFO:Epoch: 5, loss = 1.788950
2024-03-14 18:55:45,219 task INFO:Epoch: 5, loss = 1.800604
2024-03-14 18:55:45,236 task INFO:Epoch: 5, loss = 1.800205
2024-03-14 18:55:45,252 task INFO:Epoch: 5, loss = 1.795385
2024-03-14 18:55:45,267 task INFO:Epoch: 5, loss = 1.795045
2024-03-14 18:55:45,283 task INFO:Epoch: 5, loss = 1.783168
2024-03-14 18:55:45,299 task INFO:Epoch: 5, loss = 1.787317
2024-03-14 18:55:45,315 task INFO:Epoch: 5, loss = 1.788060
2024-03-14 18:55:45,331 task INFO:Epoch: 5, loss = 1.778460
2024-03-14 18:55:45,347 task INFO:Epoch: 5, loss = 1.777520
2024-03-14 18:55:45,362 task INFO:Epoch: 5, loss = 1.780059
2024-03-14 18:55:45,378 task INFO:Epoch: 5, loss = 1.772166
2024-03-14 18:55:45,394 task INFO:Epoch: 5, loss = 1.774520
2024-03-14 18:55:45,410 task INFO:Epoch: 5, loss = 1.777665
2024-03-14 18:55:45,426 task INFO:Epoch: 5, loss = 1.772629
2024-03-14 18:55:45,441 task INFO:Epoch: 5, loss = 1.775254
2024-03-14 18:55:45,458 task INFO:Epoch: 5, loss = 1.771964
2024-03-14 18:55:45,474 task INFO:Epoch: 5, loss = 1.771897
2024-03-14 18:55:45,489 task INFO:Epoch: 5, loss = 1.766477
2024-03-14 18:55:45,505 task INFO:Epoch: 5, loss = 1.770134
2024-03-14 18:55:45,521 task INFO:Epoch: 5, loss = 1.774947
2024-03-14 18:55:45,590 task INFO:Epoch: 5, loss = 1.770640
2024-03-14 18:55:45,608 task INFO:Epoch: 5, loss = 1.752009
2024-03-14 18:55:45,625 task INFO:Epoch: 5, loss = 1.756384
2024-03-14 18:55:45,641 task INFO:Epoch: 5, loss = 1.749159
2024-03-14 18:55:45,657 task INFO:Epoch: 5, loss = 1.762001
2024-03-14 18:55:45,673 task INFO:Epoch: 5, loss = 1.771270
2024-03-14 18:55:45,689 task INFO:Epoch: 5, loss = 1.746704
2024-03-14 18:55:45,706 task INFO:Epoch: 5, loss = 1.753126
2024-03-14 18:55:45,721 task INFO:Epoch: 5, loss = 1.740677
2024-03-14 18:55:45,738 task INFO:Epoch: 5, loss = 1.752411
2024-03-14 18:55:45,755 task INFO:Epoch: 5, loss = 1.748199
2024-03-14 18:55:45,770 task INFO:Epoch: 5, loss = 1.748254
2024-03-14 18:55:45,786 task INFO:Epoch: 5, loss = 1.755189
2024-03-14 18:55:45,802 task INFO:Epoch: 5, loss = 1.738880
2024-03-14 18:55:45,819 task INFO:Epoch: 5, loss = 1.739086
2024-03-14 18:55:45,838 task INFO:Epoch: 5, loss = 1.735101
2024-03-14 18:55:45,855 task INFO:Epoch: 5, loss = 1.739692
2024-03-14 18:55:45,873 task INFO:Epoch: 5, loss = 1.741005
2024-03-14 18:55:45,890 task INFO:Epoch: 5, loss = 1.736425
2024-03-14 18:55:45,906 task INFO:Epoch: 5, loss = 1.731819
2024-03-14 18:55:45,924 task INFO:Epoch: 5, loss = 1.742058
2024-03-14 18:55:45,940 task INFO:Epoch: 5, loss = 1.728471
2024-03-14 18:55:45,957 task INFO:Epoch: 5, loss = 1.721382
2024-03-14 18:55:45,973 task INFO:Epoch: 5, loss = 1.736019
2024-03-14 18:55:45,990 task INFO:Epoch: 5, loss = 1.722299
2024-03-14 18:55:46,007 task INFO:Epoch: 5, loss = 1.711362
2024-03-14 18:55:46,023 task INFO:Epoch: 5, loss = 1.712438
2024-03-14 18:55:46,038 task INFO:Epoch: 5, loss = 1.714651
2024-03-14 18:55:46,044 task INFO:start test...
2024-03-14 18:55:46,483 task INFO:loss = 1.719332
2024-03-14 18:55:46,497 task INFO:loss = 1.743241
2024-03-14 18:55:46,509 task INFO:loss = 1.730283
2024-03-14 18:55:46,522 task INFO:loss = 1.729395
2024-03-14 18:55:46,533 task INFO:loss = 1.733714
2024-03-14 18:55:46,543 task INFO:loss = 1.708271
2024-03-14 18:55:46,554 task INFO:loss = 1.714625
2024-03-14 18:55:46,565 task INFO:loss = 1.713831
2024-03-14 18:55:46,576 task INFO:loss = 1.704770
2024-03-14 18:55:46,585 task INFO:loss = 1.724011
2024-03-14 18:55:47,027 task INFO:acc score is: 0.6828
2024-03-14 18:55:57,199 task INFO:id为1的图片 对应的真实值:2, 预测值:2
2024-03-14 18:56:00,866 task INFO:id为2的图片 对应的真实值:1, 预测值:1
2024-03-14 18:56:06,755 task INFO:id为6的图片 对应的真实值:4, 预测值:7
2024-03-14 18:56:12,980 task INFO:id为2的图片 对应的真实值:1, 预测值:1
